timestep,dwellings,lad16nm,lad_uk_2016
2045,113680.0,Northampton,E07000154
2046,114330.0,Northampton,E07000154
2047,114980.0,Northampton,E07000154
2048,115630.0,Northampton,E07000154
2049,116280.0,Northampton,E07000154
2050,116930.0,Northampton,E07000154
2004,34170.0,South Northamptonshire,E07000155
2005,34740.0,South Northamptonshire,E07000155
2006,35000.0,South Northamptonshire,E07000155
2007,35220.0,South Northamptonshire,E07000155
2008,35440.0,South Northamptonshire,E07000155
2009,35640.0,South Northamptonshire,E07000155
2010,35870.0,South Northamptonshire,E07000155
2011,36040.0,South Northamptonshire,E07000155
2012,36370.0,South Northamptonshire,E07000155
2013,36590.0,South Northamptonshire,E07000155
2014,36930.0,South Northamptonshire,E07000155
2015,37270.0,South Northamptonshire,E07000155
2016,37730.0,South Northamptonshire,E07000155
2017,38049.0,South Northamptonshire,E07000155
2018,38368.0,South Northamptonshire,E07000155
2019,38687.0,South Northamptonshire,E07000155
2020,39006.0,South Northamptonshire,E07000155
2021,39325.0,South Northamptonshire,E07000155
2022,39644.0,South Northamptonshire,E07000155
2023,39963.0,South Northamptonshire,E07000155
2024,40282.0,South Northamptonshire,E07000155
2025,40601.0,South Northamptonshire,E07000155
2026,40920.0,South Northamptonshire,E07000155
2027,41239.0,South Northamptonshire,E07000155
2028,41558.0,South Northamptonshire,E07000155
2029,41877.0,South Northamptonshire,E07000155
2030,42196.0,South Northamptonshire,E07000155
2031,42515.0,South Northamptonshire,E07000155
2032,42834.0,South Northamptonshire,E07000155
2033,43153.0,South Northamptonshire,E07000155
2034,43472.0,South Northamptonshire,E07000155
2035,43791.0,South Northamptonshire,E07000155
2036,44110.0,South Northamptonshire,E07000155
2037,44429.0,South Northamptonshire,E07000155
2038,44748.0,South Northamptonshire,E07000155
2039,45067.0,South Northamptonshire,E07000155
2040,45386.0,South Northamptonshire,E07000155
2041,45705.0,South Northamptonshire,E07000155
2042,46024.0,South Northamptonshire,E07000155
2043,46343.0,South Northamptonshire,E07000155
2044,46662.0,South Northamptonshire,E07000155
2045,46981.0,South Northamptonshire,E07000155
2046,47300.0,South Northamptonshire,E07000155
2047,47619.0,South Northamptonshire,E07000155
2048,47938.0,South Northamptonshire,E07000155
2049,48257.0,South Northamptonshire,E07000155
2050,48576.0,South Northamptonshire,E07000155
2004,31240.0,Wellingborough,E07000156
2005,31480.0,Wellingborough,E07000156
2006,31800.0,Wellingborough,E07000156
2007,32160.0,Wellingborough,E07000156
2008,32610.0,Wellingborough,E07000156
2009,32880.0,Wellingborough,E07000156
2010,33000.0,Wellingborough,E07000156
2011,33080.0,Wellingborough,E07000156
2012,33220.0,Wellingborough,E07000156
2013,33340.0,Wellingborough,E07000156
2014,33590.0,Wellingborough,E07000156
2015,33970.0,Wellingborough,E07000156
2016,34350.0,Wellingborough,E07000156
2017,34594.0,Wellingborough,E07000156
2018,34838.0,Wellingborough,E07000156
2019,35082.0,Wellingborough,E07000156
2020,35326.0,Wellingborough,E07000156
2021,35570.0,Wellingborough,E07000156
2022,35814.0,Wellingborough,E07000156
2023,36058.0,Wellingborough,E07000156
2024,36302.0,Wellingborough,E07000156
2025,36546.0,Wellingborough,E07000156
2026,36790.0,Wellingborough,E07000156
2027,37034.0,Wellingborough,E07000156
2028,37278.0,Wellingborough,E07000156
2029,37522.0,Wellingborough,E07000156
2030,37766.0,Wellingborough,E07000156
2031,38010.0,Wellingborough,E07000156
2032,38254.0,Wellingborough,E07000156
2033,38498.0,Wellingborough,E07000156
2034,38742.0,Wellingborough,E07000156
2035,38986.0,Wellingborough,E07000156
2036,39230.0,Wellingborough,E07000156
2037,39474.0,Wellingborough,E07000156
2038,39718.0,Wellingborough,E07000156
2039,39962.0,Wellingborough,E07000156
2040,40206.0,Wellingborough,E07000156
2041,40450.0,Wellingborough,E07000156
2042,40694.0,Wellingborough,E07000156
2043,40938.0,Wellingborough,E07000156
2044,41182.0,Wellingborough,E07000156
2045,41426.0,Wellingborough,E07000156
2046,41670.0,Wellingborough,E07000156
2047,41914.0,Wellingborough,E07000156
2048,42158.0,Wellingborough,E07000156
2049,42402.0,Wellingborough,E07000156
2050,42646.0,Wellingborough,E07000156
2004,70140.0,Peterborough,E06000031
2005,70980.0,Peterborough,E06000031
2006,71810.0,Peterborough,E06000031
2007,73020.0,Peterborough,E06000031
2008,73980.0,Peterborough,E06000031
2009,75000.0,Peterborough,E06000031
2010,76080.0,Peterborough,E06000031
2011,76760.0,Peterborough,E06000031
2012,77500.0,Peterborough,E06000031
2013,78270.0,Peterborough,E06000031
2014,79140.0,Peterborough,E06000031
2015,80480.0,Peterborough,E06000031
2016,81400.0,Peterborough,E06000031
2017,82358.0,Peterborough,E06000031
2018,83316.0,Peterborough,E06000031
2019,84274.0,Peterborough,E06000031
2020,85232.0,Peterborough,E06000031
2021,86190.0,Peterborough,E06000031
2022,87148.0,Peterborough,E06000031
2023,88106.0,Peterborough,E06000031
2024,89064.0,Peterborough,E06000031
2025,90022.0,Peterborough,E06000031
2026,90980.0,Peterborough,E06000031
2027,91938.0,Peterborough,E06000031
2028,92896.0,Peterborough,E06000031
2029,93854.0,Peterborough,E06000031
2030,94812.0,Peterborough,E06000031
2031,95770.0,Peterborough,E06000031
2032,96728.0,Peterborough,E06000031
2033,97686.0,Peterborough,E06000031
2034,98644.0,Peterborough,E06000031
2035,99602.0,Peterborough,E06000031
2036,100560.0,Peterborough,E06000031
2037,101518.0,Peterborough,E06000031
2038,102476.0,Peterborough,E06000031
2039,103434.0,Peterborough,E06000031
2040,104392.0,Peterborough,E06000031
2041,105350.0,Peterborough,E06000031
2042,106308.0,Peterborough,E06000031
2043,107266.0,Peterborough,E06000031
2044,108224.0,Peterborough,E06000031
2045,109182.0,Peterborough,E06000031
2046,110140.0,Peterborough,E06000031
2047,111098.0,Peterborough,E06000031
2048,112056.0,Peterborough,E06000031
2049,113014.0,Peterborough,E06000031
2050,113972.0,Peterborough,E06000031
2004,37360.0,Kettering,E07000153
2005,37870.0,Kettering,E07000153
2006,38570.0,Kettering,E07000153
2007,39370.0,Kettering,E07000153
2008,40120.0,Kettering,E07000153
2009,40600.0,Kettering,E07000153
2010,41050.0,Kettering,E07000153
2011,41460.0,Kettering,E07000153
2012,41780.0,Kettering,E07000153
2013,42130.0,Kettering,E07000153
2014,42670.0,Kettering,E07000153
2015,42950.0,Kettering,E07000153
2016,43500.0,Kettering,E07000153
2017,43983.0,Kettering,E07000153
2018,44466.0,Kettering,E07000153
2019,44949.0,Kettering,E07000153
2020,45432.0,Kettering,E07000153
2021,45915.0,Kettering,E07000153
2022,46398.0,Kettering,E07000153
2023,46881.0,Kettering,E07000153
2024,47364.0,Kettering,E07000153
2025,47847.0,Kettering,E07000153
2026,48330.0,Kettering,E07000153
2027,48813.0,Kettering,E07000153
2028,49296.0,Kettering,E07000153
2029,49779.0,Kettering,E07000153
2030,50262.0,Kettering,E07000153
2031,50745.0,Kettering,E07000153
2032,51228.0,Kettering,E07000153
2033,51711.0,Kettering,E07000153
2034,52194.0,Kettering,E07000153
2035,52677.0,Kettering,E07000153
2036,53160.0,Kettering,E07000153
2037,53643.0,Kettering,E07000153
2038,54126.0,Kettering,E07000153
2039,54609.0,Kettering,E07000153
2040,55092.0,Kettering,E07000153
2041,55575.0,Kettering,E07000153
2042,56058.0,Kettering,E07000153
2043,56541.0,Kettering,E07000153
2044,57024.0,Kettering,E07000153
2045,57507.0,Kettering,E07000153
2046,57990.0,Kettering,E07000153
2047,58473.0,Kettering,E07000153
2048,58956.0,Kettering,E07000153
2049,59439.0,Kettering,E07000153
2050,59922.0,Kettering,E07000153
2004,23100.0,Corby,E07000150
2005,23340.0,Corby,E07000150
2006,23780.0,Corby,E07000150
2007,24470.0,Corby,E07000150
2008,24910.0,Corby,E07000150
2009,25340.0,Corby,E07000150
2010,25650.0,Corby,E07000150
2011,26180.0,Corby,E07000150
2012,26660.0,Corby,E07000150
2013,27150.0,Corby,E07000150
2014,27480.0,Corby,E07000150
2015,27870.0,Corby,E07000150
2016,28240.0,Corby,E07000150
2017,28655.0,Corby,E07000150
2018,29070.0,Corby,E07000150
2019,29485.0,Corby,E07000150
2020,29900.0,Corby,E07000150
2021,30315.0,Corby,E07000150
2022,30730.0,Corby,E07000150
2023,31145.0,Corby,E07000150
2024,31560.0,Corby,E07000150
2025,31975.0,Corby,E07000150
2026,32390.0,Corby,E07000150
2027,32805.0,Corby,E07000150
2028,33220.0,Corby,E07000150
2029,33635.0,Corby,E07000150
2030,34050.0,Corby,E07000150
2031,34465.0,Corby,E07000150
2032,34880.0,Corby,E07000150
2033,35295.0,Corby,E07000150
2034,35710.0,Corby,E07000150
2035,36125.0,Corby,E07000150
2036,36540.0,Corby,E07000150
2037,36955.0,Corby,E07000150
2038,37370.0,Corby,E07000150
2039,37785.0,Corby,E07000150
2040,38200.0,Corby,E07000150
2041,38615.0,Corby,E07000150
2042,39030.0,Corby,E07000150
2043,39445.0,Corby,E07000150
2044,39860.0,Corby,E07000150
2045,40275.0,Corby,E07000150
2046,40690.0,Corby,E07000150
2047,41105.0,Corby,E07000150
2048,41520.0,Corby,E07000150
2049,41935.0,Corby,E07000150
2050,42350.0,Corby,E07000150
2004,34230.0,East Northamptonshire,E07000152
2005,34840.0,East Northamptonshire,E07000152
2006,35540.0,East Northamptonshire,E07000152
2007,36030.0,East Northamptonshire,E07000152
2008,36610.0,East Northamptonshire,E07000152
2009,36820.0,East Northamptonshire,E07000152
2010,37070.0,East Northamptonshire,E07000152
2011,37330.0,East Northamptonshire,E07000152
2012,37510.0,East Northamptonshire,E07000152
2013,37760.0,East Northamptonshire,E07000152
2014,38070.0,East Northamptonshire,E07000152
2015,38530.0,East Northamptonshire,E07000152
2016,39100.0,East Northamptonshire,E07000152
2017,39452.0,East Northamptonshire,E07000152
2018,39804.0,East Northamptonshire,E07000152
2019,40156.0,East Northamptonshire,E07000152
2020,40508.0,East Northamptonshire,E07000152
2021,40860.0,East Northamptonshire,E07000152
2022,41212.0,East Northamptonshire,E07000152
2023,41564.0,East Northamptonshire,E07000152
2024,41916.0,East Northamptonshire,E07000152
2025,42268.0,East Northamptonshire,E07000152
2026,42620.0,East Northamptonshire,E07000152
2027,42972.0,East Northamptonshire,E07000152
2028,43324.0,East Northamptonshire,E07000152
2029,43676.0,East Northamptonshire,E07000152
2030,44028.0,East Northamptonshire,E07000152
2031,44380.0,East Northamptonshire,E07000152
2032,44732.0,East Northamptonshire,E07000152
2033,45084.0,East Northamptonshire,E07000152
2034,45436.0,East Northamptonshire,E07000152
2035,45788.0,East Northamptonshire,E07000152
2036,46140.0,East Northamptonshire,E07000152
2037,46492.0,East Northamptonshire,E07000152
2038,46844.0,East Northamptonshire,E07000152
2039,47196.0,East Northamptonshire,E07000152
2040,47548.0,East Northamptonshire,E07000152
2041,47900.0,East Northamptonshire,E07000152
2042,48252.0,East Northamptonshire,E07000152
2043,48604.0,East Northamptonshire,E07000152
2044,48956.0,East Northamptonshire,E07000152
2045,49308.0,East Northamptonshire,E07000152
2046,49660.0,East Northamptonshire,E07000152
2047,50012.0,East Northamptonshire,E07000152
2048,50364.0,East Northamptonshire,E07000152
2049,50716.0,East Northamptonshire,E07000152
2050,51068.0,East Northamptonshire,E07000152
2004,38190.0,Fenland,E07000010
2005,38810.0,Fenland,E07000010
2006,39590.0,Fenland,E07000010
2007,40330.0,Fenland,E07000010
2008,41260.0,Fenland,E07000010
2009,41560.0,Fenland,E07000010
2010,41800.0,Fenland,E07000010
2011,42090.0,Fenland,E07000010
2012,42300.0,Fenland,E07000010
2013,42620.0,Fenland,E07000010
2014,42950.0,Fenland,E07000010
2015,43560.0,Fenland,E07000010
2016,43830.0,Fenland,E07000010
2017,44221.0,Fenland,E07000010
2018,44612.0,Fenland,E07000010
2019,45003.0,Fenland,E07000010
2020,45394.0,Fenland,E07000010
2021,45785.0,Fenland,E07000010
2022,46176.0,Fenland,E07000010
2023,46567.0,Fenland,E07000010
2024,46958.0,Fenland,E07000010
2025,47349.0,Fenland,E07000010
2026,47740.0,Fenland,E07000010
2027,48131.0,Fenland,E07000010
2028,48522.0,Fenland,E07000010
2029,48913.0,Fenland,E07000010
2030,49304.0,Fenland,E07000010
2031,49695.0,Fenland,E07000010
2032,50086.0,Fenland,E07000010
2033,50477.0,Fenland,E07000010
2034,50868.0,Fenland,E07000010
2035,51259.0,Fenland,E07000010
2036,51650.0,Fenland,E07000010
2037,52041.0,Fenland,E07000010
2038,52432.0,Fenland,E07000010
2039,52823.0,Fenland,E07000010
2040,53214.0,Fenland,E07000010
2041,53605.0,Fenland,E07000010
2042,53996.0,Fenland,E07000010
2043,54387.0,Fenland,E07000010
2044,54778.0,Fenland,E07000010
2045,55169.0,Fenland,E07000010
2046,55560.0,Fenland,E07000010
2047,55951.0,Fenland,E07000010
2048,56342.0,Fenland,E07000010
2049,56733.0,Fenland,E07000010
2050,57124.0,Fenland,E07000010
2004,38503.598999999944,,E06000001
2004,56411.87100000001,,E06000002
2004,57099.17899999999,,E06000003
2004,75595.49899999992,,E06000004
2004,45429.515000000065,,E06000005
2004,51063.24,,E06000006
2004,79881.25200000005,,E06000007
2004,56575.97700000001,,E06000008
2004,64494.00600000003,,E06000009
2004,109019.69800000003,,E06000010
2004,139054.62200000003,,E06000011
2004,68407.32499999995,,E06000012
2004,67194.106,,E06000013
2004,80090.66000000002,,E06000014
2004,99021.958,,E06000015
2004,122983.14900000015,,E06000016
2004,16458.72400000001,,E06000017
2004,120559.40899999981,,E06000018
2004,73481.529,,E06000019
2004,64102.48999999999,,E06000020
2004,104491.75300000011,,E06000021
2004,70953.88100000002,,E06000022
2004,171693.38500000018,,E06000023
2004,82422.55300000025,,E06000024
2004,97472.54699999999,,E06000025
2004,108705.64100000005,,E06000026
2004,57524.30700000003,,E06000027
2004,74307.35399999998,,E06000028
2004,61533.10699999999,,E06000029
2004,81245.20799999987,,E06000030
2004,72969.41599999998,,E06000033
2004,59264.21700000002,,E06000034
2004,96883.97300000017,,E06000035
2004,41271.64899999998,,E06000036
2004,59042.217999999964,,E06000037
2004,58550.78600000001,,E06000038
2004,47548.44100000004,,E06000039
2004,56046.804999999884,,E06000040
2004,56385.14299999995,,E06000041
2004,114401.89699999991,,E06000043
2004,82202.77299999993,,E06000044
2004,94873.28800000007,,E06000045
2004,58633.75299999991,,E06000046
2004,215351.73000000007,,E06000047
2004,151239.93099999987,,E06000049
2004,136750.548,,E06000050
2004,122899.85900000004,,E06000051
2004,218096.5380000001,,E06000052
2004,856.0209999999986,,E06000053
2004,182171.65099999972,,E06000054
2004,134990.2810000002,,E06000057
2004,48750.95100000001,,E07000008
2004,31155.07500000002,,E07000009
2004,64730.7680000001,,E07000011
2004,55614.13099999992,,E07000012
2004,41733.827000000034,,E07000026
2004,31320.165000000008,,E07000027
2004,46437.50300000005,,E07000028
2004,31077.056000000048,,E07000029
2004,21949.26400000001,,E07000030
2004,45993.81699999998,,E07000031
2004,50731.654000000024,,E07000032
2004,31038.73099999997,,E07000033
2004,45484.16599999994,,E07000034
2004,29304.58899999994,,E07000035
2004,45768.79099999997,,E07000036
2004,37089.824999999975,,E07000037
2004,41470.50499999999,,E07000038
2004,34680.228,,E07000039
2004,56327.57600000013,,E07000040
2004,44329.778000000006,,E07000041
2004,30940.451000000015,,E07000042
2004,39355.358000000044,,E07000043
2004,35540.00399999994,,E07000044
2004,50749.35999999998,,E07000045
2004,25829.282000000014,,E07000046
2004,21356.238000000005,,E07000047
2004,21430.64399999998,,E07000048
2004,35957.98599999999,,E07000049
2004,27077.28399999999,,E07000050
2004,19285.186000000016,,E07000051
2004,42784.34599999996,,E07000052
2004,27855.277000000024,,E07000053
2004,42817.78099999999,,E07000061
2004,39622.78800000006,,E07000062
2004,39420.870999999985,,E07000063
2004,39963.35300000002,,E07000064
2004,56568.27100000002,,E07000065
2004,68930.49300000005,,E07000066
2004,56998.14900000011,,E07000067
2004,29695.76200000002,,E07000068
2004,35667.06599999999,,E07000069
2004,65826.32200000004,,E07000070
2004,64083.31899999999,,E07000071
2004,49319.15500000003,,E07000072
2004,33245.46200000002,,E07000073
2004,24809.46000000005,,E07000074
2004,32201.47600000004,,E07000075
2004,60354.91900000011,,E07000076
2004,27496.294000000005,,E07000077
2004,49049.51599999996,,E07000078
2004,34299.24600000006,,E07000079
2004,32545.468000000037,,E07000080
2004,45692.58899999998,,E07000081
2004,45789.21499999998,,E07000082
2004,32330.88199999991,,E07000083
2004,62301.461999999956,,E07000084
2004,45041.91199999995,,E07000085
2004,48930.62800000004,,E07000086
2004,43830.44400000006,,E07000087
2004,32758.38799999999,,E07000088
2004,33589.164,,E07000089
2004,49113.21000000005,,E07000090
2004,73620.59999999983,,E07000091
2004,33847.81100000009,,E07000092
2004,44917.830000000075,,E07000093
2004,43749.033999999985,,E07000094
2004,34675.66999999993,,E07000095
2004,55737.497000000025,,E07000096
2004,38718.90399999995,,E07000098
2004,50570.27099999995,,E07000099
2004,32877.33200000008,,E07000102
2004,32214.335999999916,,E07000103
2004,41997.76100000004,,E07000105
2004,55402.88700000006,,E07000106
2004,36318.59400000001,,E07000107
2004,47353.606000000014,,E07000108
2004,37783.29199999999,,E07000109
2004,58804.31200000004,,E07000110
2004,44280.65699999998,,E07000111
2004,44602.26799999998,,E07000112
2004,50610.23600000006,,E07000113
2004,54903.33900000002,,E07000114
2004,44639.425,,E07000115
2004,44046.28099999993,,E07000116
2004,37104.992,,E07000117
2004,40499.460999999974,,E07000118
2004,34125.604,,E07000119
2004,34069.16099999999,,E07000120
2004,55786.5570000001,,E07000121
2004,36499.13299999993,,E07000122
2004,55988.653999999995,,E07000123
2004,22580.118999999984,,E07000124
2004,27867.83100000001,,E07000125
2004,45135.28399999997,,E07000126
2004,44721.71799999998,,E07000127
2004,46721.25399999997,,E07000128
2004,36081.42300000005,,E07000129
2004,60747.00599999991,,E07000130
2004,32923.13800000007,,E07000131
2004,42506.504999999976,,E07000132
2004,20464.64600000003,,E07000133
2004,37899.63000000006,,E07000134
2004,21403.94799999998,,E07000135
2004,26748.027999999955,,E07000136
2004,59762.754000000066,,E07000137
2004,36738.46400000001,,E07000138
2004,42431.297999999995,,E07000139
2004,36790.638000000006,,E07000140
2004,52893.392999999945,,E07000141
2004,35553.39800000006,,E07000142
2004,51440.09200000004,,E07000143
2004,51270.71299999993,,E07000144
2004,41097.65699999997,,E07000145
2004,61560.85300000009,,E07000146
2004,44551.65199999999,,E07000147
2004,56209.07100000004,,E07000148
2004,47902.25399999994,,E07000149
2004,23791.098999999966,,E07000163
2004,36584.29700000002,,E07000164
2004,63911.08300000003,,E07000165
2004,17704.15599999995,,E07000166
2004,21212.84400000001,,E07000167
2004,48552.55800000015,,E07000168
2004,32000.67500000001,,E07000169
2004,48523.59800000001,,E07000170
2004,46078.21799999999,,E07000171
2004,44884.133999999875,,E07000172
2004,47708.115000000034,,E07000173
2004,43314.511000000006,,E07000174
2004,46230.32200000003,,E07000175
2004,44514.304999999935,,E07000176
2004,43084.38399999999,,E07000187
2004,44851.205,,E07000188
2004,65799.30099999992,,E07000189
2004,43059.61499999998,,E07000190
2004,15297.047999999995,,E07000191
2004,38060.10799999999,,E07000192
2004,44425.78500000005,,E07000193
2004,39700.02500000002,,E07000194
2004,50584.314,,E07000195
2004,44407.51399999994,,E07000196
2004,52645.88199999998,,E07000197
2004,40322.10899999997,,E07000198
2004,30113.949000000022,,E07000199
2004,35604.31999999994,,E07000200
2004,26918.942000000083,,E07000201
2004,52499.71699999998,,E07000202
2004,36713.55500000005,,E07000203
2004,44384.45200000005,,E07000204
2004,51837.60499999998,,E07000205
2004,49577.21499999998,,E07000206
2004,51602.25900000002,,E07000207
2004,28357.89699999999,,E07000208
2004,52005.32300000005,,E07000209
2004,33858.50099999996,,E07000210
2004,51885.235000000044,,E07000211
2004,30660.752999999997,,E07000212
2004,37331.51999999994,,E07000213
2004,32598.91999999991,,E07000214
2004,31491.688999999926,,E07000215
2004,48781.3009999999,,E07000216
2004,39184.83899999995,,E07000217
2004,24816.848000000005,,E07000218
2004,50228.86700000002,,E07000219
2004,40051.45499999996,,E07000220
2004,49996.47000000008,,E07000221
2004,56611.61399999995,,E07000222
2004,25417.928,,E07000223
2004,62507.43700000009,,E07000224
2004,46553.96100000004,,E07000225
2004,38606.47700000002,,E07000226
2004,52574.10799999998,,E07000227
2004,54437.60700000002,,E07000228
2004,44179.83800000003,,E07000229
2004,36142.83499999994,,E07000234
2004,30485.539000000015,,E07000235
2004,34073.01899999997,,E07000236
2004,39076.937000000005,,E07000237
2004,46699.48799999998,,E07000238
2004,41839.36800000002,,E07000239
