timestep,dwellings,lad16nm,lad_uk_2016
2040,44087.535,,E07000077
2040,57625.263999999996,,E07000078
2040,44048.985,,E07000079
2040,42379.278000000006,,E07000080
2040,64136.663,,E07000081
2040,60028.08200000001,,E07000082
2040,47170.59599999999,,E07000083
2040,84617.897,,E07000084
2040,56576.52100000001,,E07000085
2040,63095.057,,E07000086
2040,56658.177,,E07000087
2040,43285.83899999999,,E07000088
2040,41577.591,,E07000089
2040,61232.69400000001,,E07000090
2040,89601.367,,E07000091
2040,40573.007,,E07000092
2040,59231.292,,E07000093
2040,57815.11,,E07000094
2040,46384.088,,E07000095
2040,76715.872,,E07000096
2040,48631.894,,E07000098
2040,67280.624,,E07000099
2040,45335.66100000001,,E07000102
2040,47921.811,,E07000103
2040,66064.255,,E07000105
2040,82602.06899999999,,E07000106
2040,56322.261,,E07000107
2040,59768.959,,E07000108
2040,51139.638000000006,,E07000109
2040,85170.315,,E07000110
2040,56954.42,,E07000111
2040,61225.103,,E07000112
2040,77075.61499999999,,E07000113
2040,80596.397,,E07000114
2040,62252.224,,E07000115
2040,56356.92,,E07000116
2040,38684.975,,E07000117
2040,59070.338,,E07000118
2040,42091.187,,E07000119
2040,35229.85,,E07000120
2040,61596.691999999995,,E07000121
2040,39656.87499999999,,E07000122
2040,59000.785,,E07000123
2040,28365.694,,E07000124
2040,33272.56999999999,,E07000125
2040,50364.475000000006,,E07000126
2040,48919.592000000004,,E07000127
2040,53764.603,,E07000128
2040,48621.18500000001,,E07000129
2040,87915.61800000002,,E07000130
2040,46301.402,,E07000131
2040,58160.04599999999,,E07000132
2040,24192.504,,E07000133
2040,50894.846000000005,,E07000134
2040,22792.482000000004,,E07000135
2040,31562.297000000002,,E07000136
2040,70430.13299999999,,E07000137
2040,45111.187999999995,,E07000138
2040,57053.497,,E07000139
2040,45760.416,,E07000140
2040,73690.401,,E07000141
2040,48106.013,,E07000142
2040,70500.75700000001,,E07000143
2040,62256.50200000001,,E07000144
2040,48143.387,,E07000145
2040,73301.892,,E07000146
2040,54789.72899999999,,E07000147
2040,70954.31,,E07000148
2040,71602.457,,E07000149
2040,28256.176,,E07000163
2040,42652.034,,E07000164
2040,74902.093,,E07000165
2040,21570.887000000002,,E07000166
2040,27255.56100000001,,E07000167
2040,52315.914000000004,,E07000168
2040,42516.122,,E07000169
2040,63621.969,,E07000170
2040,54624.786,,E07000171
2040,53647.221999999994,,E07000172
2040,59030.560000000005,,E07000173
2040,53348.613,,E07000174
2040,61272.36899999999,,E07000175
2040,55929.267,,E07000176
2040,57824.42300000001,,E07000187
2040,64039.059,,E07000188
2040,83274.344,,E07000189
2040,61163.83500000001,,E07000190
2040,17442.381999999998,,E07000191
2040,45917.725999999995,,E07000192
2040,55573.52600000001,,E07000193
2040,47060.819,,E07000194
2040,62195.013000000006,,E07000195
2040,50891.172999999995,,E07000196
2040,63296.43700000001,,E07000197
2040,45920.418999999994,,E07000198
2040,33981.053,,E07000199
2040,46321.867,,E07000200
2040,31430.952,,E07000201
2040,69138.669,,E07000202
2040,51957.706999999995,,E07000203
2040,53224.644,,E07000204
2040,65511.04299999999,,E07000205
2040,59429.064999999995,,E07000206
2040,62000.715000000004,,E07000207
2040,36886.894,,E07000208
2040,63307.225000000006,,E07000209
2040,42052.359000000004,,E07000210
2040,70212.587,,E07000211
2040,40053.867,,E07000212
2040,45721.26,,E07000213
2040,38457.234000000004,,E07000214
2040,42566.932,,E07000215
2040,55505.789000000004,,E07000216
2040,43837.072,,E07000217
2040,30021.423000000003,,E07000218
2040,61841.845,,E07000219
2040,52021.43,,E07000220
2040,60207.25,,E07000221
2040,65993.343,,E07000222
2040,33558.003000000004,,E07000223
2040,88424.37,,E07000224
2040,63194.65699999999,,E07000225
2040,51866.213,,E07000226
2040,71364.082,,E07000227
2040,74417.763,,E07000228
2040,61691.13799999999,,E07000229
2040,46614.409,,E07000234
2040,38914.170000000006,,E07000235
2040,37227.514,,E07000236
2040,49287.179000000004,,E07000237
2040,62869.821,,E07000238
2040,49046.939000000006,,E07000239
2040,67447.413,,E07000240
2040,59587.872,,E07000241
2040,75791.62400000001,,E07000242
2040,43367.888,,E07000243
2040,130207.324,,E08000001
2040,87563.57,,E08000002
2040,254796.08500000002,,E08000003
2040,104442.416,,E08000004
2040,100123.28600000001,,E08000005
2040,133344.021,,E08000006
2040,140263.09399999998,,E08000007
2040,106482.19900000002,,E08000008
2040,112315.13699999999,,E08000009
2040,154452.12100000004,,E08000010
2040,68241.456,,E08000011
2040,252340.72100000005,,E08000012
2040,85617.84300000001,,E08000013
2040,128698.21199999998,,E08000014
2040,151753.72400000002,,E08000015
2040,126675.55599999998,,E08000016
2040,141115.815,,E08000017
2040,121626.4,,E08000018
2040,272637.995,,E08000019
2040,134287.463,,E08000021
2040,102585.802,,E08000022
2040,72874.018,,E08000023
2040,126866.17,,E08000024
2040,494855.78800000006,,E08000025
2040,187164.75100000002,,E08000026
2040,143875.50199999998,,E08000027
2040,148219.992,,E08000028
2040,102111.29500000001,,E08000029
2040,127500.272,,E08000030
2040,118005.122,,E08000031
2040,219265.04100000003,,E08000032
2040,103129.778,,E08000033
2040,200575.632,,E08000034
2040,367775.0399999999,,E08000035
2040,166393.929,,E08000036
2040,96629.40100000001,,E08000037
2040,3600.1790000000005,,E09000001
2040,102520.79800000001,,E09000002
2040,187817.47499999998,,E09000003
2040,122330.622,,E09000004
2040,133674.668,,E09000005
2040,171838.36200000002,,E09000006
2040,135211.201,,E09000007
2040,184242.039,,E09000008
2040,138845.688,,E09000009
2040,159511.013,,E09000010
2040,141224.825,,E09000011
2040,151306.14500000002,,E09000012
2040,85697.99200000001,,E09000013
2040,134825.291,,E09000014
2040,98897.63699999999,,E09000015
2040,131184.366,,E09000016
2040,133940.02399999998,,E09000017
2040,117379.66200000001,,E09000018
2040,129152.776,,E09000019
2040,80459.348,,E09000020
2040,83553.291,,E09000021
2040,159667.481,,E09000022
2040,160996.09399999998,,E09000023
2040,91631.756,,E09000024
2040,143959.25300000003,,E09000025
2040,137514.836,,E09000026
2040,97372.726,,E09000027
2040,158573.863,,E09000028
2040,98220.139,,E09000029
2040,175096.675,,E09000030
2040,124500.27600000001,,E09000031
2040,150712.467,,E09000032
2040,135859.98700000002,,E09000033
2040,31275.896768000013,,W06000001
2040,59608.09578100002,,W06000002
2040,54250.194237,,W06000003
2040,42872.88487,,W06000004
2040,69143.17241000001,,W06000005
2040,67341.75476000001,,W06000006
2040,35203.443959,,W06000008
2040,56305.249144999994,,W06000009
2040,84529.89916800003,,W06000010
2040,123796.06910800003,,W06000011
2040,63852.90773000002,,W06000012
2040,65802.81645500001,,W06000013
2040,58669.303359000005,,W06000014
2040,197246.91256299996,,W06000015
2040,114360.46285799998,,W06000016
2040,79933.25005900004,,W06000018
2040,30928.334064000006,,W06000019
2040,40645.45217,,W06000020
2040,40902.72866599999,,W06000021
2040,70272.71406399997,,W06000022
2040,57302.58941499998,,W06000023
2040,24460.988228999995,,W06000024
2040,22741.0,,S12000005
2040,70446.0,,S12000006
2040,56595.0,,S12000008
2040,56203.0,,S12000010
2040,47320.0,,S12000011
2040,12236.0,,S12000013
2040,81818.0,,S12000014
2040,169476.0,,S12000015
2040,115734.0,,S12000017
2040,35991.0,,S12000018
2040,51042.0,,S12000019
2040,48942.0,,S12000020
2040,63165.0,,S12000021
2040,11039.0,,S12000023
2040,76864.0,,S12000024
2040,58099.0,,S12000026
2040,10892.0,,S12000027
2040,53175.0,,S12000028
2040,160899.0,,S12000029
2040,45728.0,,S12000030
2040,121151.0,,S12000033
2040,128241.0,,S12000034
2040,40261.0,,S12000035
2040,289827.0,,S12000036
2040,94694.0,,S12000038
2040,44185.0,,S12000039
2040,93008.0,,S12000040
2040,57389.0,,S12000041
2040,76286.0,,S12000042
2040,164133.0,,S12000044
2040,47375.0,,S12000045
2040,334519.0,,S12000046
2040,60781.0,,N09000001
2040,97034.0,,N09000002
2040,151838.0,,N09000003
2040,58842.0,,N09000004
2040,60238.0,,N09000005
2040,47320.0,,N09000006
2040,68098.0,,N09000007
2040,60072.0,,N09000008
2040,60850.0,,N09000009
2040,76181.0,,N09000010
2040,70522.0,,N09000011
2041,43969.388999999996,,E06000001
2041,59310.56599999999,,E06000002
2041,63545.626000000004,,E06000003
2041,89740.073,,E06000004
2041,50022.883,,E06000005
2041,59287.850000000006,,E06000006
2041,103092.046,,E06000007
2041,59337.977999999996,,E06000008
2041,63457.054000000004,,E06000009
2041,119896.00000000001,,E06000010
2041,158551.648,,E06000011
2041,72905.247,,E06000012
2041,80397.064,,E06000013
2041,96841.44699999999,,E06000014
2041,118320.565,,E06000015
2041,146507.439,,E06000016
2041,19050.071000000004,,E06000017
2041,144909.96399999998,,E06000018
2041,93090.312,,E06000019
2041,80776.459,,E06000020
2041,119015.17499999999,,E06000021
2041,88714.107,,E06000022
2041,231037.83000000002,,E06000023
2041,114941.517,,E06000024
2041,141115.131,,E06000025
2041,119398.25,,E06000026
2041,70690.345,,E06000027
2041,102742.17499999999,,E06000028
2041,73203.204,,E06000029
2041,108175.98200000002,,E06000030
2041,92932.109,,E06000033
2041,83498.222,,E06000034
2041,137111.11599999998,,E06000035
2041,57114.10399999999,,E06000036
2041,74507.622,,E06000037
2041,75072.33700000001,,E06000038
2041,62668.441000000006,,E06000039
2041,68323.453,,E06000040
2041,74182.786,,E06000041
2041,147156.074,,E06000043
2041,101821.72099999999,,E06000044
2041,115055.709,,E06000045
2041,73221.33700000001,,E06000046
2041,252100.354,,E06000047
2041,182388.251,,E06000049
2041,159412.69399999996,,E06000050
2041,156744.53299999997,,E06000051
2041,282401.51399999997,,E06000052
2041,1020.4589999999998,,E06000053
2041,243478.24300000002,,E06000054
2041,150165.723,,E06000057
2041,46597.469,,E07000008
2041,43715.914000000004,,E07000009
2041,86789.761,,E07000011
2041,74990.29199999999,,E07000012
2041,44740.954,,E07000026
2041,29055.145999999997,,E07000027
2041,50829.55100000001,,E07000028
2041,28060.919,,E07000029
2041,24815.525,,E07000030
2041,48775.365,,E07000031
2041,61750.971999999994,,E07000032
2041,39324.155,,E07000033
2041,51757.918999999994,,E07000034
2041,34618.562,,E07000035
2041,57908.732,,E07000036
2041,44514.33900000001,,E07000037
2041,48287.896,,E07000038
2041,52221.423,,E07000039
2041,78545.94800000002,,E07000040
2041,64453.176999999996,,E07000041
2041,39364.431,,E07000042
2041,45149.212,,E07000043
2041,42911.85400000001,,E07000044
2041,69669.012,,E07000045
2041,35865.198000000004,,E07000046
2041,27191.027000000002,,E07000047
2041,26746.605000000003,,E07000048
2041,44502.35,,E07000049
2041,35260.241,,E07000050
2041,22896.811,,E07000051
2041,53840.013000000006,,E07000052
2041,33453.547999999995,,E07000053
2041,58499.85800000001,,E07000061
2041,50280.536,,E07000062
2041,54473.344,,E07000063
2041,54344.121,,E07000064
2041,86554.43400000001,,E07000065
2041,93534.62,,E07000066
2041,75360.803,,E07000067
2041,38291.664,,E07000068
2041,43067.444,,E07000069
2041,85431.551,,E07000070
2041,99230.92299999998,,E07000071
2041,65968.73300000001,,E07000072
2041,41672.524999999994,,E07000073
2041,31910.528999999995,,E07000074
2041,41107.095,,E07000075
2041,82916.87900000002,,E07000076
2041,44445.42599999999,,E07000077
2041,57894.53,,E07000078
2041,44268.937,,E07000079
2041,42591.579,,E07000080
2041,64571.66099999999,,E07000081
2041,60389.713,,E07000082
2041,47491.326,,E07000083
2041,85035.00899999999,,E07000084
2041,56838.579,,E07000085
2041,63418.50000000001,,E07000086
2041,56963.258,,E07000087
2041,43493.426999999996,,E07000088
2041,41744.13900000001,,E07000089
2041,61563.274999999994,,E07000090
2041,90016.62099999998,,E07000091
2041,40715.229999999996,,E07000092
2041,59535.092000000004,,E07000093
2041,58111.009000000005,,E07000094
2041,46724.34,,E07000095
2041,77221.92000000001,,E07000096
2041,48952.996,,E07000098
2041,67743.761,,E07000099
2041,45640.695,,E07000102
2041,48233.2,,E07000103
2041,66587.783,,E07000105
2041,83262.56400000001,,E07000106
2041,56848.338,,E07000107
2041,60144.353,,E07000108
2041,51527.015999999996,,E07000109
2041,85835.20300000001,,E07000110
2041,57310.117,,E07000111
2041,61668.795000000006,,E07000112
2041,77720.08799999999,,E07000113
2041,81272.862,,E07000114
2041,62690.734,,E07000115
2041,56667.770000000004,,E07000116
2041,38714.521,,E07000117
2041,59386.183000000005,,E07000118
2041,42239.937999999995,,E07000119
2041,35250.071,,E07000120
2041,61706.82,,E07000121
2041,39691.049,,E07000122
2041,59063.556000000004,,E07000123
2041,28437.979999999996,,E07000124
2041,33370.359000000004,,E07000125
2041,50473.062999999995,,E07000126
2041,49030.334,,E07000127
2041,53947.796,,E07000128
2041,48922.130999999994,,E07000129
2041,88530.64199999999,,E07000130
2041,46612.582,,E07000131
2041,58506.159999999996,,E07000132
2041,24269.808,,E07000133
2041,51238.941000000006,,E07000134
2041,22910.458,,E07000135
2041,31694.831,,E07000136
2041,70698.659,,E07000137
2041,45276.651000000005,,E07000138
2041,57354.076,,E07000139
2041,46047.537,,E07000140
2041,74116.30900000001,,E07000141
2041,48320.739,,E07000142
2041,70981.602,,E07000143
2041,62558.705,,E07000144
2041,48348.27100000001,,E07000145
2041,73690.274,,E07000146
2041,55073.03,,E07000147
2041,71286.304,,E07000148
2041,72102.42199999999,,E07000149
2041,28329.050000000003,,E07000163
2041,42712.883,,E07000164
2041,75095.68299999999,,E07000165
2041,21560.234,,E07000166
2041,27360.544,,E07000167
2041,52388.100999999995,,E07000168
2041,42706.367,,E07000169
2041,63980.272,,E07000170
2041,54805.37300000001,,E07000171
2041,53892.362,,E07000172
2041,59355.52900000001,,E07000173
2041,53590.578,,E07000174
2041,61613.618,,E07000175
2041,56244.79,,E07000176
2041,58141.986000000004,,E07000187
2041,64473.08,,E07000188
2041,83636.625,,E07000189
2041,61558.073000000004,,E07000190
2041,17519.082000000002,,E07000191
2041,46048.397,,E07000192
2041,55826.566999999995,,E07000193
2041,47245.944,,E07000194
2041,62469.78799999999,,E07000195
2041,51076.689,,E07000196
2041,63475.068000000014,,E07000197
2041,46025.991,,E07000198
2041,34039.796,,E07000199
2041,46595.932,,E07000200
2041,31644.496,,E07000201
2041,69497.927,,E07000202
2041,52246.386,,E07000203
2041,53485.875,,E07000204
2041,65868.299,,E07000205
2041,59736.903999999995,,E07000206
2041,62306.383,,E07000207
2041,37110.048,,E07000208
2041,63578.842000000004,,E07000209
2041,42279.22000000001,,E07000210
2041,70674.02200000001,,E07000211
2041,40271.773,,E07000212
2041,45978.345,,E07000213
2041,38632.329,,E07000214
2041,42859.568,,E07000215
2041,55732.95,,E07000216
2041,44024.638000000006,,E07000217
2041,30167.668999999998,,E07000218
2041,62193.134000000005,,E07000219
2041,52358.969,,E07000220
2041,60471.14599999999,,E07000221
2041,66306.092,,E07000222
2041,33800.996,,E07000223
2041,89145.224,,E07000224
2041,63598.782999999996,,E07000225
2041,52155.345,,E07000226
2041,71838.91300000002,,E07000227
2041,74921.296,,E07000228
2041,62184.186,,E07000229
2041,46883.57400000001,,E07000234
2041,39090.274,,E07000235
2041,37284.87,,E07000236
2041,49508.084,,E07000237
2041,63207.770000000004,,E07000238
2041,49219.29699999999,,E07000239
2041,67832.669,,E07000240
2041,60065.03999999999,,E07000241
2041,76352.628,,E07000242
2041,43669.297,,E07000243
2041,130671.411,,E08000001
2041,87888.74100000001,,E08000002
2041,256363.98399999997,,E08000003
2041,104938.131,,E08000004
2041,100502.92199999999,,E08000005
2041,134248.76299999998,,E08000006
2041,140912.55800000002,,E08000007
2041,106894.91699999999,,E08000008
2041,112960.05600000001,,E08000009
2041,154918.538,,E08000010
2041,68521.102,,E08000011
2041,253679.774,,E08000012
2041,85901.149,,E08000013
2041,129098.133,,E08000014
2041,152061.624,,E08000015
2041,127427.73500000002,,E08000016
2041,141537.00400000002,,E08000017
2041,122076.57300000002,,E08000018
2041,274052.63,,E08000019
2041,134733.185,,E08000021
2041,102873.299,,E08000022
2041,73006.64800000002,,E08000023
2041,127001.38900000002,,E08000024
2041,498135.948,,E08000025
2041,188915.049,,E08000026
2041,144464.11700000003,,E08000027
2041,149247.523,,E08000028
2041,102702.24100000001,,E08000029
2041,128307.45000000001,,E08000030
2041,118635.133,,E08000031
2041,219925.73600000003,,E08000032
2041,103488.747,,E08000033
2041,201369.881,,E08000034
2041,369341.571,,E08000035
2041,167182.707,,E08000036
2041,96919.981,,E08000037
2041,3620.1820000000007,,E09000001
2041,103447.46100000001,,E09000002
2041,189317.28799999994,,E09000003
2041,123430.71100000001,,E09000004
2041,134398.50699999998,,E09000005
2041,173195.95500000002,,E09000006
2041,136200.41700000002,,E09000007
2041,185509.812,,E09000008
2041,139437.36599999998,,E09000009
2041,160742.448,,E09000010
2041,142465.028,,E09000011
2041,152679.56900000002,,E09000012
2041,86017.64499999999,,E09000013
2041,135796.859,,E09000014
2041,99426.763,,E09000015
2041,132500.13400000002,,E09000016
2041,134868.556,,E09000017
2041,118024.11000000002,,E09000018
2041,130093.90800000002,,E09000019
2041,80741.265,,E09000020
2041,84106.82,,E09000021
2041,160683.631,,E09000022
2041,162254.944,,E09000023
2041,92172.99599999998,,E09000024
2041,145126.391,,E09000025
2041,138638.907,,E09000026
2041,97908.906,,E09000027
2041,159691.22,,E09000028
2041,98886.74100000001,,E09000029
2041,176745.142,,E09000030
2041,125383.05300000001,,E09000031
2041,151623.644,,E09000032
2041,136640.587,,E09000033
2041,31231.68863800002,,W06000001
2041,59800.07869200003,,W06000002
2041,54214.936852000006,,W06000003
2041,42849.88969,,W06000004
2041,69097.24859800002,,W06000005
2041,67587.33352600002,,W06000006
2041,35291.734833999995,,W06000008
2041,56230.72703399999,,W06000009
2041,84533.39162900006,,W06000010
2041,124352.57686000003,,W06000011
2041,63844.08047500003,,W06000012
2041,65889.68640500001,,W06000013
2041,58656.86392100001,,W06000014
2041,199197.34322399995,,W06000015
2041,114695.20379199997,,W06000016
2041,79942.61211800006,,W06000018
2041,30878.08735800001,,W06000019
2041,40617.807796999994,,W06000020
2041,40803.17106299998,,W06000021
2041,70515.26426399995,,W06000022
2041,57011.99429099997,,W06000023
2041,24421.985373999993,,W06000024
2041,22727.0,,S12000005
2041,70413.0,,S12000006
2041,56580.0,,S12000008
2041,56575.0,,S12000010
2041,47645.0,,S12000011
2041,12188.0,,S12000013
2041,82072.0,,S12000014
2041,169826.0,,S12000015
2041,115820.0,,S12000017
2041,35827.0,,S12000018
2041,51543.0,,S12000019
2041,49155.0,,S12000020
2041,63043.0,,S12000021
2041,11050.0,,S12000023
2041,77132.0,,S12000024
2041,58180.0,,S12000026
2041,10891.0,,S12000027
2041,53116.0,,S12000028
2041,161318.0,,S12000029
2041,45962.0,,S12000030
2041,121665.0,,S12000033
2041,128749.0,,S12000034
2041,40127.0,,S12000035
2041,291764.0,,S12000036
2041,94961.0,,S12000038
2041,44149.0,,S12000039
2041,93482.0,,S12000040
2041,57434.0,,S12000041
2041,76542.0,,S12000042
2041,164320.0,,S12000044
2041,47576.0,,S12000045
2041,335926.0,,S12000046
2041,60873.0,,N09000001
2041,97633.0,,N09000002
2041,152108.0,,N09000003
2041,58813.0,,N09000004
2041,60203.0,,N09000005
2041,47371.0,,N09000006
2041,68511.0,,N09000007
2041,60105.0,,N09000008
2041,61201.0,,N09000009
2041,76462.0,,N09000010
2041,70509.0,,N09000011
2042,44042.46799999999,,E06000001
2042,59380.148999999976,,E06000002
2042,63580.145000000004,,E06000003
2042,89976.775,,E06000004
2042,50100.064,,E06000005
2042,59409.70900000001,,E06000006
2042,103549.726,,E06000007
2042,59411.11199999998,,E06000008
2042,63560.15400000001,,E06000009
2042,120145.44100000005,,E06000010
2042,158901.67599999998,,E06000011
2042,73008.932,,E06000012
2042,80626.90699999999,,E06000013
2042,97235.74999999997,,E06000014
2042,118910.45,,E06000015
2042,147355.86100000003,,E06000016
2042,19150.70300000001,,E06000017
2042,145605.26099999994,,E06000018
2042,93484.025,,E06000019
2042,81172.87700000001,,E06000020
2042,119426.68699999999,,E06000021
2042,89183.562,,E06000022
2042,232657.511,,E06000023
2042,115747.57900000003,,E06000024
2042,142209.65199999997,,E06000025
2042,119799.40699999998,,E06000026
2042,71055.784,,E06000027
2042,103298.87999999998,,E06000028
2042,73549.26799999998,,E06000029
2042,108745.06700000004,,E06000030
2042,93619.4,,E06000033
2042,84231.074,,E06000034
2042,138137.52499999997,,E06000035
2042,57392.41199999998,,E06000036
2042,74815.81800000003,,E06000037
2042,75445.81400000003,,E06000038
2042,62953.98900000001,,E06000039
2042,68639.685,,E06000040
2042,74539.03199999998,,E06000041
2042,148000.55,,E06000043
2042,102325.087,,E06000044
2042,115587.98000000001,,E06000045
2042,73558.10000000003,,E06000046
2042,252742.213,,E06000047
2042,183001.49199999997,,E06000049
2042,159875.53999999986,,E06000050
2042,157399.36099999992,,E06000051
2042,283826.02199999994,,E06000052
2042,1021.8199999999997,,E06000053
2042,244677.46200000003,,E06000054
2042,150270.91900000002,,E06000057
2042,46739.278,,E07000008
2042,43950.15400000001,,E07000009
2042,87266.803,,E07000011
2042,75375.43399999998,,E07000012
2042,44766.617,,E07000026
2042,28977.484999999993,,E07000027
2042,50857.04100000001,,E07000028
2042,27992.149000000005,,E07000029
2042,24827.551000000003,,E07000030
2042,48798.94999999998,,E07000031
2042,61996.741999999984,,E07000032
2042,39502.639999999985,,E07000033
2042,51899.688999999984,,E07000034
2042,34700.458999999995,,E07000035
2042,58210.036000000015,,E07000036
2042,44633.02400000001,,E07000037
2042,48427.183000000005,,E07000038
2042,52530.435,,E07000039
2042,79110.83100000003,,E07000040
2042,64856.488999999994,,E07000041
2042,39556.58399999999,,E07000042
2042,45329.751,,E07000043
2042,43056.31600000001,,E07000044
2042,70108.88100000001,,E07000045
2042,36051.206000000006,,E07000046
2042,27307.752,,E07000047
2042,26932.553000000007,,E07000048
2042,44720.651999999995,,E07000049
2042,35417.024000000005,,E07000050
2042,22991.675000000003,,E07000051
2042,54086.43900000001,,E07000052
2042,33582.893999999986,,E07000053
2042,58948.54900000001,,E07000061
2042,50582.76000000001,,E07000062
2042,54870.984999999986,,E07000063
2042,54783.118,,E07000064
2042,87212.54100000003,,E07000065
2042,94284.7,,E07000066
2042,75803.462,,E07000067
2042,38592.774999999994,,E07000068
2042,43361.51000000001,,E07000069
2042,85964.16300000003,,E07000070
2042,99986.44399999996,,E07000071
2042,66499.70700000001,,E07000072
2042,41944.36899999999,,E07000073
2042,32099.381999999983,,E07000074
2042,41388.5,,E07000075
2042,83661.17800000003,,E07000076
2042,44803.31699999998,,E07000077
2042,58163.796,,E07000078
2042,44488.888999999996,,E07000079
2042,42803.87999999999,,E07000080
2042,65006.658999999985,,E07000081
2042,60751.344,,E07000082
2042,47812.05600000001,,E07000083
2042,85452.12099999998,,E07000084
2042,57100.63699999999,,E07000085
2042,63741.943000000014,,E07000086
2042,57268.339,,E07000087
2042,43701.015,,E07000088
2042,41910.68700000002,,E07000089
2042,61893.85599999998,,E07000090
2042,90431.87499999997,,E07000091
2042,40857.452999999994,,E07000092
2042,59838.89200000001,,E07000093
2042,58406.90800000001,,E07000094
2042,47064.59199999999,,E07000095
2042,77727.96800000002,,E07000096
2042,49274.098,,E07000098
2042,68206.898,,E07000099
2042,45945.72899999999,,E07000102
2042,48544.58899999999,,E07000103
2042,67111.31099999999,,E07000105
2042,83923.05900000004,,E07000106
2042,57374.41500000001,,E07000107
2042,60519.747,,E07000108
2042,51914.393999999986,,E07000109
2042,86500.09100000001,,E07000110
2042,57665.814,,E07000111
2042,62112.48700000001,,E07000112
2042,78364.56099999999,,E07000113
2042,81949.32699999999,,E07000114
2042,63129.24399999999,,E07000115
2042,56978.62000000001,,E07000116
2042,38744.067,,E07000117
2042,59702.028000000006,,E07000118
2042,42388.68899999999,,E07000119
2042,35270.29200000001,,E07000120
2042,61816.948000000004,,E07000121
2042,39725.223000000005,,E07000122
2042,59126.327000000005,,E07000123
2042,28510.265999999992,,E07000124
2042,33468.148000000016,,E07000125
2042,50581.65099999998,,E07000126
2042,49141.076,,E07000127
2042,54130.989,,E07000128
2042,49223.076999999976,,E07000129
2042,89145.66599999997,,E07000130
2042,46923.762,,E07000131
2042,58852.274000000005,,E07000132
2042,24347.112,,E07000133
2042,51583.03600000001,,E07000134
2042,23028.433999999994,,E07000135
2042,31827.364999999994,,E07000136
2042,70967.18500000001,,E07000137
2042,45442.114000000016,,E07000138
2042,57654.655,,E07000139
2042,46334.657999999996,,E07000140
2042,74542.21700000002,,E07000141
2042,48535.465000000004,,E07000142
2042,71462.44699999999,,E07000143
2042,62860.907999999996,,E07000144
2042,48553.15500000001,,E07000145
2042,74078.656,,E07000146
2042,55356.331000000006,,E07000147
2042,71618.29800000001,,E07000148
2042,72602.38699999999,,E07000149
2042,28401.924000000006,,E07000163
2042,42773.732,,E07000164
2042,75289.27299999999,,E07000165
2042,21549.581,,E07000166
2042,27465.526999999995,,E07000167
2042,52460.287999999986,,E07000168
2042,42896.611999999994,,E07000169
2042,64338.575,,E07000170
2042,54985.960000000014,,E07000171
2042,54137.50200000001,,E07000172
2042,59680.498000000014,,E07000173
2042,53832.543000000005,,E07000174
2042,61954.86700000001,,E07000175
2042,56560.313,,E07000176
2042,58459.549,,E07000187
2042,64907.101,,E07000188
2042,83998.906,,E07000189
2042,61952.311,,E07000190
2042,17595.782000000007,,E07000191
2042,46179.068,,E07000192
2042,56079.60799999998,,E07000193
2042,47431.069,,E07000194
2042,62744.56299999998,,E07000195
2042,51262.205,,E07000196
2042,63653.699000000015,,E07000197
2042,46131.56300000001,,E07000198
2042,34098.539000000004,,E07000199
2042,46869.997,,E07000200
2042,31858.039999999997,,E07000201
2042,69857.185,,E07000202
2042,52535.065,,E07000203
2042,53747.106,,E07000204
2042,66225.55500000001,,E07000205
2042,60044.742999999995,,E07000206
2042,62612.051,,E07000207
2042,37333.202000000005,,E07000208
2042,63850.459,,E07000209
2042,42506.08100000001,,E07000210
2042,71135.45700000002,,E07000211
2042,40489.679000000004,,E07000212
2042,46235.43,,E07000213
2042,38807.42399999999,,E07000214
2042,43152.204,,E07000215
2042,55960.11099999999,,E07000216
2042,44212.20400000001,,E07000217
2042,30313.914999999994,,E07000218
2042,62544.42300000001,,E07000219
2042,52696.507999999994,,E07000220
2042,60735.04199999999,,E07000221
2042,66618.84100000001,,E07000222
2042,34043.988999999994,,E07000223
2042,89866.07800000001,,E07000224
2042,64002.909,,E07000225
2042,52444.477,,E07000226
2042,72313.74400000004,,E07000227
2042,75424.829,,E07000228
2042,62677.23400000001,,E07000229
2042,47152.739000000016,,E07000234
2042,39266.37799999999,,E07000235
2042,37342.226,,E07000236
2042,49728.989,,E07000237
2042,63545.719000000005,,E07000238
2042,49391.65499999998,,E07000239
2042,68217.92499999999,,E07000240
2042,60542.207999999984,,E07000241
2042,76913.63199999998,,E07000242
2042,43970.706,,E07000243
2042,131135.498,,E08000001
2042,88213.91200000001,,E08000002
2042,257931.8829999999,,E08000003
2042,105433.84599999999,,E08000004
2042,100882.55799999998,,E08000005
2042,135153.50499999995,,E08000006
2042,141562.02200000006,,E08000007
2042,107307.63499999995,,E08000008
2042,113604.97500000003,,E08000009
2042,155384.95499999996,,E08000010
2042,68800.74799999999,,E08000011
2042,255018.82699999996,,E08000012
2042,86184.455,,E08000013
2042,129498.05400000002,,E08000014
2042,152369.524,,E08000015
2042,128179.91400000005,,E08000016
2042,141958.19300000003,,E08000017
2042,122526.74600000004,,E08000018
2042,275467.265,,E08000019
2042,135178.907,,E08000021
2042,103160.796,,E08000022
2042,73139.27800000003,,E08000023
2042,127136.60800000005,,E08000024
2042,501416.1079999999,,E08000025
2042,190665.34699999998,,E08000026
2042,145052.73200000008,,E08000027
